2020-9-30-22-4-35 : foodHitCount = 115 out of 128 ;  foodHitCellPos = (15 , 4) ; idxToErase = 1 ; superFoodHitCount = 5 out of 5 ; ghostHitCount = 0 ; ghostEatenCount = 0 ; 
2020-9-30-22-4-36 : foodHitCount = 116 out of 128 ;  foodHitCellPos = (15 , 5) ; idxToErase = 3 ; superFoodHitCount = 5 out of 5 ; ghostHitCount = 0 ; ghostEatenCount = 0 ; 
2020-9-30-22-4-36 : foodHitCount = 117 out of 128 ;  foodHitCellPos = (14 , 5) ; idxToErase = 2 ; superFoodHitCount = 5 out of 5 ; ghostHitCount = 0 ; ghostEatenCount = 0 ; 
2020-9-30-22-4-37 : foodHitCount = 118 out of 128 ;  foodHitCellPos = (12 , 5) ; idxToErase = 1 ; superFoodHitCount = 5 out of 5 ; ghostHitCount = 0 ; ghostEatenCount = 0 ; 
2020-9-30-22-4-44 : foodHitCount = 119 out of 128 ;  foodHitCellPos = (16 , 3) ; idxToErase = 0 ; superFoodHitCount = 5 out of 5 ; ghostHitCount = 0 ; ghostEatenCount = 0 ; 
2020-9-30-22-4-55 : foodHitCount = 120 out of 128 ;  foodHitCellPos = (8 , 7) ; idxToErase = 0 ; superFoodHitCount = 5 out of 5 ; ghostHitCount = 0 ; ghostEatenCount = 0 ; 
2020-9-30-22-5-1 : foodHitCount = 121 out of 128 ;  foodHitCellPos = (3 , 11) ; idxToErase = 4 ; superFoodHitCount = 5 out of 5 ; ghostHitCount = 0 ; ghostEatenCount = 0 ; 
2020-9-30-22-5-2 : foodHitCount = 122 out of 128 ;  foodHitCellPos = (2 , 11) ; idxToErase = 3 ; superFoodHitCount = 5 out of 5 ; ghostHitCount = 0 ; ghostEatenCount = 0 ; 
2020-9-30-22-5-2 : foodHitCount = 123 out of 128 ;  foodHitCellPos = (1 , 11) ; idxToErase = 2 ; superFoodHitCount = 5 out of 5 ; ghostHitCount = 0 ; ghostEatenCount = 0 ; 
2020-9-30-22-5-3 : foodHitCount = 124 out of 128 ;  foodHitCellPos = (1 , 10) ; idxToErase = 1 ; superFoodHitCount = 5 out of 5 ; ghostHitCount = 0 ; ghostEatenCount = 0 ; 
2020-9-30-22-5-4 : foodHitCount = 125 out of 128 ;  foodHitCellPos = (1 , 9) ; idxToErase = 0 ; superFoodHitCount = 5 out of 5 ; ghostHitCount = 0 ; ghostEatenCount = 0 ; 
2020-9-30-22-5-15 : foodHitCount = 126 out of 128 ;  foodHitCellPos = (10 , 11) ; idxToErase = 0 ; superFoodHitCount = 5 out of 5 ; ghostHitCount = 0 ; ghostEatenCount = 0 ; 
2020-9-30-22-5-27 : foodHitCount = 127 out of 128 ;  foodHitCellPos = (1 , 12) ; idxToErase = 0 ; superFoodHitCount = 5 out of 5 ; ghostHitCount = 0 ; ghostEatenCount = 0 ; 
2020-9-30-22-5-28 : foodHitCount = 128 out of 128 ;  foodHitCellPos = (1 , 13) ; idxToErase = 0 ; superFoodHitCount = 5 out of 5 ; ghostHitCount = 0 ; ghostEatenCount = 0 ; 
